Ville,CP,Region
Breuil-la-Réorte,17700,Nouvelle-Aquitaine
Breuillet,17920,Nouvelle-Aquitaine
Breuil-Magné,17870,Nouvelle-Aquitaine
Brie-sous-Archiac,17520,Nouvelle-Aquitaine
Brie-sous-Matha,17160,Nouvelle-Aquitaine
Brie-sous-Mortagne,17120,Nouvelle-Aquitaine
Brives-sur-Charente,17800,Nouvelle-Aquitaine
Brizambourg,17770,Nouvelle-Aquitaine
Brousse,17160,Nouvelle-Aquitaine
Burie,17770,Nouvelle-Aquitaine
Bussac-sur-Charente,17100,Nouvelle-Aquitaine
Bussac-Forêt,17210,Nouvelle-Aquitaine
Cabariot,17430,Nouvelle-Aquitaine
Celles,17520,Nouvelle-Aquitaine
Cercoux,17270,Nouvelle-Aquitaine
Chadenac,17800,Nouvelle-Aquitaine
Chaillevette,17890,Nouvelle-Aquitaine
Chambon,17290,Nouvelle-Aquitaine
Chamouillac,17130,Nouvelle-Aquitaine
Champagnac,17500,Nouvelle-Aquitaine
Champagne,17620,Nouvelle-Aquitaine
Champagnolles,17240,Nouvelle-Aquitaine
Champdolent,17430,Nouvelle-Aquitaine
Chaniers,17610,Nouvelle-Aquitaine
Chantemerle-sur-la-Soie,17380,Nouvelle-Aquitaine
Chapelle-des-Pots,17100,Nouvelle-Aquitaine
Charron,17230,Nouvelle-Aquitaine
Chartuzac,17130,Nouvelle-Aquitaine
Château-d'Oléron,17480,Nouvelle-Aquitaine
Châtelaillon-Plage,17340,Nouvelle-Aquitaine
Chatenet,17210,Nouvelle-Aquitaine
Chaunac,17130,Nouvelle-Aquitaine
Chay,17600,Nouvelle-Aquitaine
Chenac-Saint-Seurin-d'Uzet,17120,Nouvelle-Aquitaine
Chepniers,17210,Nouvelle-Aquitaine
Chérac,17610,Nouvelle-Aquitaine
Cherbonnières,17470,Nouvelle-Aquitaine
Chermignac,17460,Nouvelle-Aquitaine
Chervettes,17380,Nouvelle-Aquitaine
Chevanceaux,17210,Nouvelle-Aquitaine
Chives,17510,Nouvelle-Aquitaine
Cierzac,17520,Nouvelle-Aquitaine
Ciré-d'Aunis,17290,Nouvelle-Aquitaine
Clam,17500,Nouvelle-Aquitaine
Clavette,17220,Nouvelle-Aquitaine
Clérac,17270,Nouvelle-Aquitaine
Clion,17240,Nouvelle-Aquitaine
Clisse,17600,Nouvelle-Aquitaine
Clotte,17360,Nouvelle-Aquitaine
Coivert,17330,Nouvelle-Aquitaine
Colombiers,17460,Nouvelle-Aquitaine
Consac,17150,Nouvelle-Aquitaine
Contré,17470,Nouvelle-Aquitaine
Corignac,17130,Nouvelle-Aquitaine
Corme-Écluse,17600,Nouvelle-Aquitaine
Corme-Royal,17600,Nouvelle-Aquitaine
Couarde-sur-Mer,17670,Nouvelle-Aquitaine
Coulonges,17800,Nouvelle-Aquitaine
Courant,17330,Nouvelle-Aquitaine
Courcelles,17400,Nouvelle-Aquitaine
Courcerac,17160,Nouvelle-Aquitaine
Courçon,17170,Nouvelle-Aquitaine
Courcoury,17100,Nouvelle-Aquitaine
Courpignac,17130,Nouvelle-Aquitaine
Coux,17130,Nouvelle-Aquitaine
Cozes,17120,Nouvelle-Aquitaine
Cramchaban,17170,Nouvelle-Aquitaine
Cravans,17260,Nouvelle-Aquitaine
Crazannes,17350,Nouvelle-Aquitaine
Cressé,17160,Nouvelle-Aquitaine
Croix-Chapeau,17220,Nouvelle-Aquitaine
Croix-Comtesse,17330,Nouvelle-Aquitaine
Dampierre-sur-Boutonne,17470,Nouvelle-Aquitaine
Dœuil-sur-le-Mignon,17330,Nouvelle-Aquitaine
Dolus-d'Oléron,17550,Nouvelle-Aquitaine
Dompierre-sur-Charente,17610,Nouvelle-Aquitaine
Dompierre-sur-Mer,17139,Nouvelle-Aquitaine
Douhet,17100,Nouvelle-Aquitaine
Échebrune,17800,Nouvelle-Aquitaine
Échillais,17620,Nouvelle-Aquitaine
Écoyeux,17770,Nouvelle-Aquitaine
Écurat,17810,Nouvelle-Aquitaine
Éduts,17510,Nouvelle-Aquitaine
Églises-d'Argenteuil,17400,Nouvelle-Aquitaine
Éguille,17600,Nouvelle-Aquitaine
Épargnes,17120,Nouvelle-Aquitaine
Esnandes,17137,Nouvelle-Aquitaine
Essards,17250,Nouvelle-Aquitaine
Étaules,17750,Nouvelle-Aquitaine
Expiremont,17130,Nouvelle-Aquitaine
Fenioux,17350,Nouvelle-Aquitaine
Ferrières,17170,Nouvelle-Aquitaine
Fléac-sur-Seugne,17800,Nouvelle-Aquitaine
Floirac,17120,Nouvelle-Aquitaine
Flotte,17630,Nouvelle-Aquitaine
Fontaine-Chalendray,17510,Nouvelle-Aquitaine
Fontaines-d'Ozillac,17500,Nouvelle-Aquitaine
Fontcouverte,17100,Nouvelle-Aquitaine
Fontenet,17400,Nouvelle-Aquitaine
Forges,17290,Nouvelle-Aquitaine
Fouilloux,17270,Nouvelle-Aquitaine
Fouras,17450,Nouvelle-Aquitaine
Frédière,17770,Nouvelle-Aquitaine
Geay,17250,Nouvelle-Aquitaine
Gémozac,17260,Nouvelle-Aquitaine
Genétouze,17360,Nouvelle-Aquitaine
Genouillé,17430,Nouvelle-Aquitaine
Germignac,17520,Nouvelle-Aquitaine
Gibourne,17160,Nouvelle-Aquitaine
Gicq,17160,Nouvelle-Aquitaine
Givrezac,17260,Nouvelle-Aquitaine
Gonds,17100,Nouvelle-Aquitaine
Gourvillette,17490,Nouvelle-Aquitaine
Grandjean,17350,Nouvelle-Aquitaine
Grève-sur-Mignon,17170,Nouvelle-Aquitaine
Grézac,17120,Nouvelle-Aquitaine
Gripperie-Saint-Symphorien,17620,Nouvelle-Aquitaine
Gua,17600,Nouvelle-Aquitaine
Gué-d'Alleré,17540,Nouvelle-Aquitaine
Guitinières,17500,Nouvelle-Aquitaine
Haimps,17160,Nouvelle-Aquitaine
Hiers-Brouage,17320,Nouvelle-Aquitaine
Houmeau,17137,Nouvelle-Aquitaine
Jard,17460,Nouvelle-Aquitaine
Jarnac-Champagne,17520,Nouvelle-Aquitaine
Jarne,17220,Nouvelle-Aquitaine
Jarrie,17220,Nouvelle-Aquitaine
Jarrie-Audouin,17330,Nouvelle-Aquitaine
Jazennes,17260,Nouvelle-Aquitaine
Jonzac,17500,Nouvelle-Aquitaine
Juicq,17770,Nouvelle-Aquitaine
Jussas,17130,Nouvelle-Aquitaine
Lagord,17140,Nouvelle-Aquitaine
Laigne,17170,Nouvelle-Aquitaine
Landes,17380,Nouvelle-Aquitaine
Landrais,17290,Nouvelle-Aquitaine
Léoville,17500,Nouvelle-Aquitaine
Loire-les-Marais,17870,Nouvelle-Aquitaine
Loiré-sur-Nie,17470,Nouvelle-Aquitaine
Loix,17111,Nouvelle-Aquitaine
Longèves,17230,Nouvelle-Aquitaine
Lonzac,17520,Nouvelle-Aquitaine
Lorignac,17240,Nouvelle-Aquitaine
Loulay,17330,Nouvelle-Aquitaine
Louzignac,17160,Nouvelle-Aquitaine
Lozay,17330,Nouvelle-Aquitaine
Luchat,17600,Nouvelle-Aquitaine
Lussac,17500,Nouvelle-Aquitaine
Lussant,17430,Nouvelle-Aquitaine
Macqueville,17490,Nouvelle-Aquitaine
Marans,17230,Nouvelle-Aquitaine
Marennes,17320,Nouvelle-Aquitaine
Marignac,17800,Nouvelle-Aquitaine
Marsais,17700,Nouvelle-Aquitaine
Marsilly,17137,Nouvelle-Aquitaine
Massac,17490,Nouvelle-Aquitaine
Matha,17160,Nouvelle-Aquitaine
Mathes,17570,Nouvelle-Aquitaine
Mazeray,17400,Nouvelle-Aquitaine
Mazerolles,17800,Nouvelle-Aquitaine
Médis,17600,Nouvelle-Aquitaine
Mérignac,17210,Nouvelle-Aquitaine
Meschers-sur-Gironde,17132,Nouvelle-Aquitaine
Messac,17130,Nouvelle-Aquitaine
Meursac,17120,Nouvelle-Aquitaine
Meux,17500,Nouvelle-Aquitaine
Migré,17330,Nouvelle-Aquitaine
Migron,17770,Nouvelle-Aquitaine
Mirambeau,17150,Nouvelle-Aquitaine
Moëze,17780,Nouvelle-Aquitaine
Mons,17160,Nouvelle-Aquitaine
Montendre,17130,Nouvelle-Aquitaine
Montguyon,17270,Nouvelle-Aquitaine
Montils,17800,Nouvelle-Aquitaine
Montlieu-la-Garde,17210,Nouvelle-Aquitaine
Montpellier-de-Médillan,17260,Nouvelle-Aquitaine
Montroy,17220,Nouvelle-Aquitaine
Moragne,17430,Nouvelle-Aquitaine
Mornac-sur-Seudre,17113,Nouvelle-Aquitaine
Mortagne-sur-Gironde,17120,Nouvelle-Aquitaine
Mortiers,17500,Nouvelle-Aquitaine
Mosnac,17240,Nouvelle-Aquitaine
Mung,17350,Nouvelle-Aquitaine
Muron,17430,Nouvelle-Aquitaine
Nachamps,17380,Nouvelle-Aquitaine
Nancras,17600,Nouvelle-Aquitaine
Nantillé,17770,Nouvelle-Aquitaine
Néré,17510,Nouvelle-Aquitaine
Neuillac,17520,Nouvelle-Aquitaine
Neulles,17500,Nouvelle-Aquitaine
Neuvicq,17270,Nouvelle-Aquitaine
Neuvicq-le-Château,17490,Nouvelle-Aquitaine
Nieul-lès-Saintes,17810,Nouvelle-Aquitaine
Nieul-le-Virouil,17150,Nouvelle-Aquitaine
Nieul-sur-Mer,17137,Nouvelle-Aquitaine
Nieulle-sur-Seudre,17600,Nouvelle-Aquitaine
Nouillers,17380,Nouvelle-Aquitaine
Nuaillé-d'Aunis,17540,Nouvelle-Aquitaine
Nuaillé-sur-Boutonne,17470,Nouvelle-Aquitaine
Orignolles,17210,Nouvelle-Aquitaine
Ozillac,17500,Nouvelle-Aquitaine
Paillé,17470,Nouvelle-Aquitaine
Péré,17700,Nouvelle-Aquitaine
Pérignac,17800,Nouvelle-Aquitaine
Périgny,17180,Nouvelle-Aquitaine
Pessines,17810,Nouvelle-Aquitaine
Pin,17210,Nouvelle-Aquitaine
Essouvert,17400,Nouvelle-Aquitaine
Pisany,17600,Nouvelle-Aquitaine
Plassac,17240,Nouvelle-Aquitaine
Plassay,17250,Nouvelle-Aquitaine
Polignac,17210,Nouvelle-Aquitaine
Pommiers-Moulons,17130,Nouvelle-Aquitaine
Pons,17800,Nouvelle-Aquitaine
Pont-l'Abbé-d'Arnoult,17250,Nouvelle-Aquitaine
Port-d'Envaux,17350,Nouvelle-Aquitaine
Portes-en-Ré,17880,Nouvelle-Aquitaine
Pouillac,17210,Nouvelle-Aquitaine
Poursay-Garnaud,17400,Nouvelle-Aquitaine
Préguillac,17460,Nouvelle-Aquitaine
Prignac,17160,Nouvelle-Aquitaine
Puilboreau,17138,Nouvelle-Aquitaine
Puy-du-Lac,17380,Nouvelle-Aquitaine
Puyravault,17700,Nouvelle-Aquitaine
Puyrolland,17380,Nouvelle-Aquitaine
Réaux sur Trèfle,17500,Nouvelle-Aquitaine
Rétaud,17460,Nouvelle-Aquitaine
Rivedoux-Plage,17940,Nouvelle-Aquitaine
Rioux,17460,Nouvelle-Aquitaine
Rochefort,17300,Nouvelle-Aquitaine
Rochelle,17000,Nouvelle-Aquitaine
Romazières,17510,Nouvelle-Aquitaine
Romegoux,17250,Nouvelle-Aquitaine
Ronde,17170,Nouvelle-Aquitaine
Rouffiac,17800,Nouvelle-Aquitaine
Rouffignac,17130,Nouvelle-Aquitaine
Royan,17200,Nouvelle-Aquitaine
Sablonceaux,17600,Nouvelle-Aquitaine
Saint-Agnant,17620,Nouvelle-Aquitaine
Saint-Aigulin,17360,Nouvelle-Aquitaine
Saint-André-de-Lidon,17260,Nouvelle-Aquitaine
Saint-Augustin,17570,Nouvelle-Aquitaine
Saint-Bonnet-sur-Gironde,17150,Nouvelle-Aquitaine
Saint-Bris-des-Bois,17770,Nouvelle-Aquitaine
Saint-Césaire,17770,Nouvelle-Aquitaine
Saint-Christophe,17220,Nouvelle-Aquitaine
Saint-Ciers-Champagne,17520,Nouvelle-Aquitaine
Saint-Ciers-du-Taillon,17240,Nouvelle-Aquitaine
Saint-Clément-des-Baleines,17590,Nouvelle-Aquitaine
Sainte-Colombe,17210,Nouvelle-Aquitaine
Saint-Coutant-le-Grand,17430,Nouvelle-Aquitaine
Saint-Crépin,17380,Nouvelle-Aquitaine
Saint-Cyr-du-Doret,17170,Nouvelle-Aquitaine
Saint-Denis-d'Oléron,17650,Nouvelle-Aquitaine
Saint-Dizant-du-Bois,17150,Nouvelle-Aquitaine
Saint-Dizant-du-Gua,17240,Nouvelle-Aquitaine
Saint-Eugène,17520,Nouvelle-Aquitaine
Saint-Félix,17330,Nouvelle-Aquitaine
Saint-Fort-sur-Gironde,17240,Nouvelle-Aquitaine
Saint-Froult,17780,Nouvelle-Aquitaine
Sainte-Gemme,17250,Nouvelle-Aquitaine
Saint-Genis-de-Saintonge,17240,Nouvelle-Aquitaine
Saint-Georges-Antignac,17240,Nouvelle-Aquitaine
Saint-Georges-de-Didonne,17110,Nouvelle-Aquitaine
Saint-Georges-de-Longuepierre,17470,Nouvelle-Aquitaine
Saint-Georges-des-Agoûts,17150,Nouvelle-Aquitaine
Saint-Georges-des-Coteaux,17810,Nouvelle-Aquitaine
Saint-Georges-d'Oléron,17190,Nouvelle-Aquitaine
Saint-Georges-du-Bois,17700,Nouvelle-Aquitaine
Saint-Germain-de-Lusignan,17500,Nouvelle-Aquitaine
Saint-Germain-de-Marencennes,17700,Nouvelle-Aquitaine
Saint-Germain-de-Vibrac,17500,Nouvelle-Aquitaine
Saint-Germain-du-Seudre,17240,Nouvelle-Aquitaine
Saint-Grégoire-d'Ardennes,17240,Nouvelle-Aquitaine
Saint-Hilaire-de-Villefranche,17770,Nouvelle-Aquitaine
Saint-Hilaire-du-Bois,17500,Nouvelle-Aquitaine
Saint-Hippolyte,17430,Nouvelle-Aquitaine
Saint-Jean-d'Angély,17400,Nouvelle-Aquitaine
Saint-Jean-d'Angle,17620,Nouvelle-Aquitaine
Saint-Jean-de-Liversay,17170,Nouvelle-Aquitaine
Saint-Julien-de-l'Escap,17400,Nouvelle-Aquitaine
Saint-Just-Luzac,17320,Nouvelle-Aquitaine
Saint-Laurent-de-la-Barrière,17380,Nouvelle-Aquitaine
Saint-Laurent-de-la-Prée,17450,Nouvelle-Aquitaine
Saint-Léger,17800,Nouvelle-Aquitaine
Sainte-Lheurine,17520,Nouvelle-Aquitaine
Saint-Loup,17380,Nouvelle-Aquitaine
Saint-Maigrin,17520,Nouvelle-Aquitaine
Saint-Mandé-sur-Brédoire,17470,Nouvelle-Aquitaine
Saint-Mard,17700,Nouvelle-Aquitaine
Sainte-Marie-de-Ré,17740,Nouvelle-Aquitaine
Saint-Martial,17330,Nouvelle-Aquitaine
Saint-Martial-de-Mirambeau,17150,Nouvelle-Aquitaine
Saint-Martial-de-Vitaterne,17500,Nouvelle-Aquitaine
Saint-Martial-sur-Né,17520,Nouvelle-Aquitaine
Saint-Martin-d'Ary,17270,Nouvelle-Aquitaine
Saint-Martin-de-Coux,17360,Nouvelle-Aquitaine
Saint-Martin-de-Juillers,17400,Nouvelle-Aquitaine
Saint-Martin-de-Ré,17410,Nouvelle-Aquitaine
Saint-Médard,17500,Nouvelle-Aquitaine
Saint-Médard-d'Aunis,17220,Nouvelle-Aquitaine
Sainte-Même,17770,Nouvelle-Aquitaine
Saint-Nazaire-sur-Charente,17780,Nouvelle-Aquitaine
Saint-Ouen-d'Aunis,17230,Nouvelle-Aquitaine
Saint-Ouen-la-Thène,17490,Nouvelle-Aquitaine
Saint-Palais-de-Négrignac,17210,Nouvelle-Aquitaine
Saint-Palais-de-Phiolin,17800,Nouvelle-Aquitaine
Saint-Palais-sur-Mer,17420,Nouvelle-Aquitaine
Saint-Pardoult,17400,Nouvelle-Aquitaine
Saint-Pierre-d'Amilly,17700,Nouvelle-Aquitaine
Saint-Pierre-de-Juillers,17400,Nouvelle-Aquitaine
Saint-Pierre-de-l'Isle,17330,Nouvelle-Aquitaine
Saint-Pierre-d'Oléron,17310,Nouvelle-Aquitaine
Saint-Pierre-du-Palais,17270,Nouvelle-Aquitaine
Saint-Porchaire,17250,Nouvelle-Aquitaine
Saint-Quantin-de-Rançanne,17800,Nouvelle-Aquitaine
Sainte-Radegonde,17250,Nouvelle-Aquitaine
Sainte-Ramée,17240,Nouvelle-Aquitaine
Saint-Rogatien,17220,Nouvelle-Aquitaine
Saint-Romain-sur-Gironde,17240,Nouvelle-Aquitaine
Saint-Romain-de-Benet,17600,Nouvelle-Aquitaine
Saint-Saturnin-du-Bois,17700,Nouvelle-Aquitaine
Saint-Sauvant,17610,Nouvelle-Aquitaine
Saint-Sauveur-d'Aunis,17540,Nouvelle-Aquitaine
Saint-Savinien,17350,Nouvelle-Aquitaine
Saint-Seurin-de-Palenne,17800,Nouvelle-Aquitaine
Saint-Sever-de-Saintonge,17800,Nouvelle-Aquitaine
Saint-Séverin-sur-Boutonne,17330,Nouvelle-Aquitaine
Saint-Sigismond-de-Clermont,17240,Nouvelle-Aquitaine
Saint-Simon-de-Bordes,17500,Nouvelle-Aquitaine
Saint-Simon-de-Pellouaille,17260,Nouvelle-Aquitaine
Saint-Sorlin-de-Conac,17150,Nouvelle-Aquitaine
Saint-Sornin,17600,Nouvelle-Aquitaine
Sainte-Soulle,17220,Nouvelle-Aquitaine
Saint-Sulpice-d'Arnoult,17250,Nouvelle-Aquitaine
Saint-Sulpice-de-Royan,17200,Nouvelle-Aquitaine
Saint-Thomas-de-Conac,17150,Nouvelle-Aquitaine
Saint-Trojan-les-Bains,17370,Nouvelle-Aquitaine
Saint-Vaize,17100,Nouvelle-Aquitaine
Saint-Vivien,17220,Nouvelle-Aquitaine
Saint-Xandre,17138,Nouvelle-Aquitaine
Saintes,17100,Nouvelle-Aquitaine
Saleignes,17510,Nouvelle-Aquitaine
Salignac-de-Mirambeau,17130,Nouvelle-Aquitaine
Salignac-sur-Charente,17800,Nouvelle-Aquitaine
Salles-sur-Mer,17220,Nouvelle-Aquitaine
Saujon,17600,Nouvelle-Aquitaine
Seigné,17510,Nouvelle-Aquitaine
Semillac,17150,Nouvelle-Aquitaine
Semoussac,17150,Nouvelle-Aquitaine
Semussac,17120,Nouvelle-Aquitaine
Seure,17770,Nouvelle-Aquitaine
Siecq,17490,Nouvelle-Aquitaine
Sonnac,17160,Nouvelle-Aquitaine
Soubise,17780,Nouvelle-Aquitaine
Soubran,17150,Nouvelle-Aquitaine
Soulignonne,17250,Nouvelle-Aquitaine
Souméras,17130,Nouvelle-Aquitaine
Sousmoulins,17130,Nouvelle-Aquitaine
Surgères,17700,Nouvelle-Aquitaine
Taillant,17350,Nouvelle-Aquitaine
Taillebourg,17350,Nouvelle-Aquitaine
Talmont-sur-Gironde,17120,Nouvelle-Aquitaine
Tanzac,17260,Nouvelle-Aquitaine
Taugon,17170,Nouvelle-Aquitaine
Ternant,17400,Nouvelle-Aquitaine
Tesson,17460,Nouvelle-Aquitaine
Thaims,17120,Nouvelle-Aquitaine
Thairé,17290,Nouvelle-Aquitaine
Thénac,17460,Nouvelle-Aquitaine
Thézac,17600,Nouvelle-Aquitaine
Thors,17160,Nouvelle-Aquitaine
Thou,17290,Nouvelle-Aquitaine
Tonnay-Boutonne,17380,Nouvelle-Aquitaine
Tonnay-Charente,17430,Nouvelle-Aquitaine
Torxé,17380,Nouvelle-Aquitaine
Touches-de-Périgny,17160,Nouvelle-Aquitaine
Tremblade,17390,Nouvelle-Aquitaine
Trizay,17250,Nouvelle-Aquitaine
Tugéras-Saint-Maurice,17130,Nouvelle-Aquitaine
Vallée,17250,Nouvelle-Aquitaine
Devise,17700,Nouvelle-Aquitaine
Vanzac,17500,Nouvelle-Aquitaine
Varaize,17400,Nouvelle-Aquitaine
Varzay,17460,Nouvelle-Aquitaine
Vaux-sur-Mer,17640,Nouvelle-Aquitaine
Vénérand,17100,Nouvelle-Aquitaine
Vergeroux,17300,Nouvelle-Aquitaine
Vergné,17330,Nouvelle-Aquitaine
Vergne,17400,Nouvelle-Aquitaine
Vérines,17540,Nouvelle-Aquitaine
Vervant,17400,Nouvelle-Aquitaine
Vibrac,17130,Nouvelle-Aquitaine
Villars-en-Pons,17260,Nouvelle-Aquitaine
Villars-les-Bois,17770,Nouvelle-Aquitaine
Villedieu,17470,Nouvelle-Aquitaine
Villedoux,17230,Nouvelle-Aquitaine
Villemorin,17470,Nouvelle-Aquitaine
Villeneuve-la-Comtesse,17330,Nouvelle-Aquitaine
Villexavier,17500,Nouvelle-Aquitaine
Villiers-Couture,17510,Nouvelle-Aquitaine
Vinax,17510,Nouvelle-Aquitaine
Virollet,17260,Nouvelle-Aquitaine
Virson,17290,Nouvelle-Aquitaine
Voissay,17400,Nouvelle-Aquitaine
Vouhé,17700,Nouvelle-Aquitaine
Yves,17340,Nouvelle-Aquitaine
Port-des-Barques,17730,Nouvelle-Aquitaine
Grand-Village-Plage,17370,Nouvelle-Aquitaine
Brée-les-Bains,17840,Nouvelle-Aquitaine
Achères,18250,Centre-Val de Loire
Ainay-le-Vieil,18200,Centre-Val de Loire
Aix-d'Angillon,18220,Centre-Val de Loire
Allogny,18110,Centre-Val de Loire
Allouis,18500,Centre-Val de Loire
Annoix,18340,Centre-Val de Loire
Apremont-sur-Allier,18150,Centre-Val de Loire
Arçay,18340,Centre-Val de Loire
Arcomps,18200,Centre-Val de Loire
Ardenais,18170,Centre-Val de Loire
Argent-sur-Sauldre,18410,Centre-Val de Loire
Argenvières,18140,Centre-Val de Loire
Arpheuilles,18200,Centre-Val de Loire
Assigny,18260,Centre-Val de Loire
Aubigny-sur-Nère,18700,Centre-Val de Loire
Aubinges,18220,Centre-Val de Loire
Augy-sur-Aubois,18600,Centre-Val de Loire
Avord,18520,Centre-Val de Loire
Azy,18220,Centre-Val de Loire
Bannay,18300,Centre-Val de Loire
Bannegon,18210,Centre-Val de Loire
Barlieu,18260,Centre-Val de Loire
Baugy,18800,Centre-Val de Loire
Beddes,18370,Centre-Val de Loire
Beffes,18320,Centre-Val de Loire
Belleville-sur-Loire,18240,Centre-Val de Loire
Bengy-sur-Craon,18520,Centre-Val de Loire
Berry-Bouy,18500,Centre-Val de Loire
Bessais-le-Fromental,18210,Centre-Val de Loire
Blancafort,18410,Centre-Val de Loire
Blet,18350,Centre-Val de Loire
Boulleret,18240,Centre-Val de Loire
Bourges,18000,Centre-Val de Loire
Bouzais,18200,Centre-Val de Loire
Brécy,18220,Centre-Val de Loire
Brinay,18120,Centre-Val de Loire
Brinon-sur-Sauldre,18410,Centre-Val de Loire
Bruère-Allichamps,18200,Centre-Val de Loire
Bué,18300,Centre-Val de Loire
Bussy,18130,Centre-Val de Loire
Celette,18360,Centre-Val de Loire
Celle,18200,Centre-Val de Loire
Celle-Condé,18160,Centre-Val de Loire
Cerbois,18120,Centre-Val de Loire
Chalivoy-Milon,18130,Centre-Val de Loire
Chambon,18190,Centre-Val de Loire
Chapelle-d'Angillon,18380,Centre-Val de Loire
Chapelle-Hugon,18150,Centre-Val de Loire
Chapelle-Montlinard,18140,Centre-Val de Loire
Chapelle-Saint-Ursin,18570,Centre-Val de Loire
Chapelotte,18250,Centre-Val de Loire
Charenton-du-Cher,18210,Centre-Val de Loire
Charentonnay,18140,Centre-Val de Loire
Charly,18350,Centre-Val de Loire
Chârost,18290,Centre-Val de Loire
Chassy,18800,Centre-Val de Loire
Châteaumeillant,18370,Centre-Val de Loire
Châteauneuf-sur-Cher,18190,Centre-Val de Loire
Châtelet,18170,Centre-Val de Loire
Chaumont,18350,Centre-Val de Loire
Chaumoux-Marcilly,18140,Centre-Val de Loire
Chautay,18150,Centre-Val de Loire
Chavannes,18190,Centre-Val de Loire
Chéry,18120,Centre-Val de Loire
Chezal-Benoît,18160,Centre-Val de Loire
Civray,18290,Centre-Val de Loire
Clémont,18410,Centre-Val de Loire
Cogny,18130,Centre-Val de Loire
Colombiers,18200,Centre-Val de Loire
Concressault,18260,Centre-Val de Loire
Contres,18130,Centre-Val de Loire
Cornusse,18350,Centre-Val de Loire
Corquoy,18190,Centre-Val de Loire
Couargues,18300,Centre-Val de Loire
Cours-les-Barres,18320,Centre-Val de Loire
Coust,18210,Centre-Val de Loire
Couy,18140,Centre-Val de Loire
Crézançay-sur-Cher,18190,Centre-Val de Loire
Crézancy-en-Sancerre,18300,Centre-Val de Loire
Croisy,18350,Centre-Val de Loire
Crosses,18340,Centre-Val de Loire
Cuffy,18150,Centre-Val de Loire
Culan,18270,Centre-Val de Loire
Dampierre-en-Crot,18260,Centre-Val de Loire
Dampierre-en-Graçay,18310,Centre-Val de Loire
Drevant,18200,Centre-Val de Loire
Dun-sur-Auron,18130,Centre-Val de Loire
Ennordres,18380,Centre-Val de Loire
Épineuil-le-Fleuriel,18360,Centre-Val de Loire
Étréchy,18800,Centre-Val de Loire
Farges-Allichamps,18200,Centre-Val de Loire
Farges-en-Septaine,18800,Centre-Val de Loire
Faverdines,18360,Centre-Val de Loire
Feux,18300,Centre-Val de Loire
Flavigny,18350,Centre-Val de Loire
Foëcy,18500,Centre-Val de Loire
Fussy,18110,Centre-Val de Loire
Gardefort,18300,Centre-Val de Loire
Garigny,18140,Centre-Val de Loire
Genouilly,18310,Centre-Val de Loire
Germigny-l'Exempt,18150,Centre-Val de Loire
Givardon,18600,Centre-Val de Loire
Graçay,18310,Centre-Val de Loire
Groises,18140,Centre-Val de Loire
Gron,18800,Centre-Val de Loire
Grossouvre,18600,Centre-Val de Loire
Groutte,18200,Centre-Val de Loire
Guerche-sur-l'Aubois,18150,Centre-Val de Loire
Henrichemont,18250,Centre-Val de Loire
Herry,18140,Centre-Val de Loire
Humbligny,18250,Centre-Val de Loire
Ids-Saint-Roch,18170,Centre-Val de Loire
Ignol,18350,Centre-Val de Loire
Ineuil,18160,Centre-Val de Loire
Ivoy-le-Pré,18380,Centre-Val de Loire
Jalognes,18300,Centre-Val de Loire
Jars,18260,Centre-Val de Loire
Jouet-sur-l'Aubois,18320,Centre-Val de Loire
Jussy-Champagne,18130,Centre-Val de Loire
Jussy-le-Chaudrier,18140,Centre-Val de Loire
Lantan,18130,Centre-Val de Loire
Lapan,18340,Centre-Val de Loire
Laverdines,18800,Centre-Val de Loire
Lazenay,18120,Centre-Val de Loire
Léré,18240,Centre-Val de Loire
Levet,18340,Centre-Val de Loire
Lignières,18160,Centre-Val de Loire
Limeux,18120,Centre-Val de Loire
Lissay-Lochy,18340,Centre-Val de Loire
Loye-sur-Arnon,18170,Centre-Val de Loire
Lugny-Bourbonnais,18350,Centre-Val de Loire
Lugny-Champagne,18140,Centre-Val de Loire
Lunery,18400,Centre-Val de Loire
Lury-sur-Arnon,18120,Centre-Val de Loire
Maisonnais,18170,Centre-Val de Loire
Marçais,18170,Centre-Val de Loire
Mareuil-sur-Arnon,18290,Centre-Val de Loire
Marmagne,18500,Centre-Val de Loire
Marseilles-lès-Aubigny,18320,Centre-Val de Loire
Massay,18120,Centre-Val de Loire
Mehun-sur-Yèvre,18500,Centre-Val de Loire
Meillant,18200,Centre-Val de Loire
Menetou-Couture,18320,Centre-Val de Loire
Menetou-Râtel,18300,Centre-Val de Loire
Menetou-Salon,18510,Centre-Val de Loire
Ménétréol-sous-Sancerre,18300,Centre-Val de Loire
Ménétréol-sur-Sauldre,18700,Centre-Val de Loire
Méreau,18120,Centre-Val de Loire
Méry-ès-Bois,18380,Centre-Val de Loire
Méry-sur-Cher,18100,Centre-Val de Loire
Montigny,18250,Centre-Val de Loire
Montlouis,18160,Centre-Val de Loire
Morlac,18170,Centre-Val de Loire
Mornay-Berry,18350,Centre-Val de Loire
Mornay-sur-Allier,18600,Centre-Val de Loire
Morogues,18220,Centre-Val de Loire
Morthomiers,18570,Centre-Val de Loire
Moulins-sur-Yèvre,18390,Centre-Val de Loire
Nançay,18330,Centre-Val de Loire
Nérondes,18350,Centre-Val de Loire
